Unnamed: 0,alignment,jaw,height,position,Maximum value,decay_a,decay_b,decay_c,full_path,collimator_type,beam_type,beam_state
10,1522851911_TCP.C6L7.B1_Align,0,4.8910222222222215,5.3572946666683094,25.521,7.9332329847085905,1.1812950881786015,18.027551130581887,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522851911_TCP.C6L7.B1_Align,TCP,PROTON,I
11,1522717044_TCP.D6L7.B1_Align,1,6.26165625,2.4378795842214753,7.602,19.23310545286585,0.10530161365011438,1.6520184927704218,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522717044_TCP.D6L7.B1_Align,TCP,PROTON,I
12,1522817734_TCP.C6L7.B1_Align,1,76.40570175438596,4.942259369212012,76.744,75.31326548456123,0.9488175221335262,1.0149342285370844,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522817734_TCP.C6L7.B1_Align,TCP,PROTON,I
13,1522817734_TCP.C6L7.B1_Align,0,76.40570175438596,5.896363494542516,76.744,75.31326548456123,0.9488175221335262,1.0149342285370844,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522817734_TCP.C6L7.B1_Align,TCP,PROTON,I
14,1522851391_TCP.C6L7.B1_Align,0,6.918981132075473,5.433622993757222,9.231,4.061876827984025,2.052304542918256,5.188548750534297,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522851391_TCP.C6L7.B1_Align,TCP,PROTON,I
15,1522716434_TCLA.D6R7.B1_Align,1,6.14703846153846,0.0819541803029093,8.325999999999999,6.189096000000416,25.59410561755525,2.1369039999996446,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716434_TCLA.D6R7.B1_Align,TCLA,PROTON,I
16,1522857131_TCP.C6R7.B2_Align,1,0.6487678571428572,3.7639407743780056,1.4480000000000002,0.2787520647343834,30.307305007084278,1.1692479352656484,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522857131_TCP.C6R7.B2_Align,TCP,PROTON,I
17,1522715971_TCSG.5L3.B1_Align,1,0.4586593406593407,8.871118352464572,0.905,0.4669648107864778,1.624152862966319,0.4427033581433557,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522715971_TCSG.5L3.B1_Align,TCSG,PROTON,I
18,1522715971_TCSG.5L3.B1_Align,0,0.4586593406593407,9.520610946127157,0.905,0.4669648107864778,1.624152862966319,0.4427033581433557,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522715971_TCSG.5L3.B1_Align,TCSG,PROTON,I
19,1522849876_TCP.C6L7.B1_Align,1,4.681145454545455,4.441354703413498,6.516,0.8975820984570249,223.1638368666896,5.618417901534829,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849876_TCP.C6L7.B1_Align,TCP,PROTON,I
20,1522716398_TCLA.D6R7.B1_Align,1,0.876875,1.7374286224960915,1.81,1.122285118378984,1.1204138293715364,0.6914415480433106,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716398_TCLA.D6R7.B1_Align,TCLA,PROTON,I
21,1522716398_TCLA.D6R7.B1_Align,0,0.876875,6.466184826176491,1.81,1.122285118378984,1.1204138293715364,0.6914415480433106,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716398_TCLA.D6R7.B1_Align,TCLA,PROTON,I
22,1522708163_TCP.D6L7.B1_Align,1,2.038079365079365,4.429975472975022,2.353,2.100699003817887,0.3308220922291289,0.3543731047600576,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708163_TCP.D6L7.B1_Align,TCP,PROTON,I
23,1522708163_TCP.D6L7.B1_Align,0,2.038079365079365,4.652867320671876,2.353,2.100699003817887,0.3308220922291289,0.3543731047600576,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708163_TCP.D6L7.B1_Align,TCP,PROTON,I
24,1522716091_TCTPH.4L2.B1_Align,0,34.07079365079365,4.091342451781249,36.562,33.8871018473792,0.3115686459370999,4.2408534552292485,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716091_TCTPH.4L2.B1_Align,TCTPH,PROTON,I
25,1522849531_TCP.D6R7.B2_Align,1,0.4255454545454546,2.4146616833786982,0.774,0.16638708959822207,22.805853215436102,0.6076129104017789,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849531_TCP.D6R7.B2_Align,TCP,PROTON,I
26,1522823497_TCP.C6L7.B1_Align,1,-4.485999999999999,5.118768632329023,1.81,1.6138981982098153,0.19555358039649184,0.7017641707620661,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522823497_TCP.C6L7.B1_Align,TCP,PROTON,I
27,1522823497_TCP.C6L7.B1_Align,0,-4.485999999999999,5.118768632329023,1.81,1.6138981982098153,0.19555358039649184,0.7017641707620661,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522823497_TCP.C6L7.B1_Align,TCP,PROTON,I
28,1522716204_TCTPH.4L1.B1_Align,1,0.9999302325581396,4.598527256556909,1.679,0.8567089233641592,25.319990402926997,0.8222910480901601,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716204_TCTPH.4L1.B1_Align,TCTPH,PROTON,I
29,1522716204_TCTPH.4L1.B1_Align,0,0.9999302325581396,1.4312685236271503,1.679,0.8567089233641592,25.319990402926997,0.8222910480901601,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716204_TCTPH.4L1.B1_Align,TCTPH,PROTON,I
30,1522849764_TCP.B6R7.B2_Align,1,0.7835416666666668,2.6872273468362065,1.9909999999999999,-3.3155420043520056,0.051335537280396616,3.0361855561495434,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849764_TCP.B6R7.B2_Align,TCP,PROTON,I
31,1522849795_TCSG.D5L7.B2_Align,0,1.7867600000000003,2.31689633917482,2.5340000000000003,0.5652235908484973,60.13056867993063,1.968776409127364,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849795_TCSG.D5L7.B2_Align,TCSG,PROTON,I
32,1522708866_TCTPV.4L5.B1_Align,1,13.69194827586207,2.562594330518697,14.48,9.175880371768065,0.15318133300101391,0.9269908025356836,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708866_TCTPV.4L5.B1_Align,TCTPV,PROTON,I
33,1522699056_TCP.C6R7.B2_Align,1,0.43554761904761896,1.3023521310585495,1.086,-0.5858078974298168,0.1235393818556097,1.119175030795732,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699056_TCP.C6R7.B2_Align,TCP,PROTON,I
34,1522699056_TCP.C6R7.B2_Align,0,0.43554761904761896,1.5122550386284257,1.086,-0.5858078974298168,0.1235393818556097,1.119175030795732,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699056_TCP.C6R7.B2_Align,TCP,PROTON,I
35,1522830485_TCLA.A7R7.B1_Align,0,6.243016393442623,4.090441512257532,10.136,-4.358042912308907,31.617126490202807,14.494042912308858,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522830485_TCLA.A7R7.B1_Align,TCLA,PROTON,I
36,1522715538_TCP.C6L7.B1_Align,1,28.51917741935484,2.4186539577128285,31.313,22.7555530129582,0.12555083192439995,4.47735827944791,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522715538_TCP.C6L7.B1_Align,TCP,PROTON,I
37,1522818473_TCTPV.4L1.B1_Align,0,2377.4955625,1.2058572947432018,2386.67,2325.3755179188265,1.0532581679394466,20.61219040009243,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522818473_TCTPV.4L1.B1_Align,TCTPV,PROTON,I
38,1522849424_TCP.C6R7.B2_Align,0,,4.1598939863848186,1.267,0.1714202667328659,1.1420816113890921,1.1207605037731236,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849424_TCP.C6R7.B2_Align,TCP,PROTON,I
39,1522849519_TCP.D6R7.B2_Align,1,0.09032786885245893,2.600404889792444,0.593,0.08955494100818764,22.58109411210372,0.5034450589918948,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849519_TCP.D6R7.B2_Align,TCP,PROTON,I
40,1522849519_TCP.D6R7.B2_Align,0,0.09032786885245893,3.6962898076335455,0.593,0.08955494100818764,22.58109411210372,0.5034450589918948,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849519_TCP.D6R7.B2_Align,TCP,PROTON,I
41,1522709507_TCLA.C6R7.B1_Align,1,34.695018518518516,1.9997857687415288,42.716,32.756025911641736,0.2555262919757432,5.967788795785665,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709507_TCLA.C6R7.B1_Align,TCLA,PROTON,I
42,1522816930_TCP.C6L7.B1_Align,0,109.70803125,5.247572691132072,111.134,186.6395597640745,0.3174907285171218,3.3018611209030158,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522816930_TCP.C6L7.B1_Align,TCP,PROTON,I
43,1522857305_TCLA.A7L7.B2_Align,1,3.312305084745762,1.6629556429096088,4.3439999999999985,-11.807357333902335,53.61541474932014,16.15135733390233,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522857305_TCLA.A7L7.B2_Align,TCLA,PROTON,I
44,1522709362_TCTPV.4L8.B1_Align,0,3.991050000000001,4.532567819600941,12.127,2.443898992081393,0.011454067423826224,5.559290581490964,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709362_TCTPV.4L8.B1_Align,TCTPV,PROTON,I
45,1522829556_TCLA.D6L7.B2_Align,1,0.2993333333333333,25.63806114518936,0.593,0.3140288110940481,0.8959943568361582,0.29019511788924857,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522829556_TCLA.D6L7.B2_Align,TCLA,PROTON,I
46,1522829556_TCLA.D6L7.B2_Align,0,0.2993333333333333,25.63806114518936,0.593,0.3140288110940481,0.8959943568361582,0.29019511788924857,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522829556_TCLA.D6L7.B2_Align,TCLA,PROTON,I
47,1522889807_TCLA.D6R7.B1_Align,0,1.9204406779661016,7.375876227261838,5.249,-4.279576272340963,22.78363851080338,9.528576272753613,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522889807_TCLA.D6R7.B1_Align,TCLA,PROTON,I
48,1522715497_TCLA.7R3.B1_Align,1,1.8681785714285704,4.331077226557474,5.249,0.46789261638906604,47.19791627086528,4.781107383466791,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522715497_TCLA.7R3.B1_Align,TCLA,PROTON,I
49,1522699030_TCP.C6R7.B2_Align,1,0.4538490566037734,1.359598378577607,1.086,0.169669355750401,24.304518627291785,0.916330644249609,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699030_TCP.C6R7.B2_Align,TCP,PROTON,I
50,1522699030_TCP.C6R7.B2_Align,0,0.4538490566037734,1.5695012861474829,1.086,0.169669355750401,24.304518627291785,0.916330644249609,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699030_TCP.C6R7.B2_Align,TCP,PROTON,I
51,1522849396_TCP.C6R7.B2_Align,0,1.0436166666666669,4.4842893890140045,1.81,0.5280598311437086,33.18282595263665,1.2819401688571521,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849396_TCP.C6R7.B2_Align,TCP,PROTON,I
52,1522818243_TCP.D6L7.B1_Align,0,1.519865384615385,2.9486734036901208,2.5340000000000003,-3.969732712971217,0.31971137402659955,4.412522380222273,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522818243_TCP.D6L7.B1_Align,TCP,PROTON,I
53,1522818528_TCTPV.4L1.B1_Align,1,26.34336956521739,2.819328348621754,45.612,-67.72581817886167,250.0997185694597,113.3378180303977,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522818528_TCTPV.4L1.B1_Align,TCTPV,PROTON,I
54,1522821006_TCP.C6L7.B1_Align,0,8.177321428571426,3.7400881712627436,19.367,7.574159959889619,0.03467889325413552,1.8187487786446697,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522821006_TCP.C6L7.B1_Align,TCP,PROTON,I
55,1522699816_TCSG.B4R7.B2_Align,1,14.433,1.1035496805747456,15.385,14.30469121232159,0.2315738253963332,1.9440532293359185,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699816_TCSG.B4R7.B2_Align,TCSG,PROTON,I
56,1522699816_TCSG.B4R7.B2_Align,0,14.433,1.1035496805747456,15.385,14.30469121232159,0.2315738253963332,1.9440532293359185,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699816_TCSG.B4R7.B2_Align,TCSG,PROTON,I
57,1522710855_TCP.B6R7.B2_Align,0,12.0546,17.64351093768159,16.471,13.458314021863758,0.3198321793019959,3.901726037719104,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522710855_TCP.B6R7.B2_Align,TCP,PROTON,I
58,1522716335_TCP.C6L7.B1_Align,1,25.63117391304348,2.0322417876566026,34.571,18.060392364937005,1.2563977880501729,17.258654063271933,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716335_TCP.C6L7.B1_Align,TCP,PROTON,I
59,1522710352_TCTPH.4R1.B2_Align,1,1.3022380952380952,4.322135791115781,2.172,1.0979122804401251,22.656872203617297,1.074087719559872,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522710352_TCTPH.4R1.B2_Align,TCTPH,PROTON,I
60,1522710352_TCTPH.4R1.B2_Align,0,1.3022380952380952,4.322135791115781,2.172,1.0979122804401251,22.656872203617297,1.074087719559872,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522710352_TCTPH.4R1.B2_Align,TCTPH,PROTON,I
61,1522849678_TCP.B6R7.B2_Align,0,0.7386052631578951,3.040293713529815,1.267,-0.0014172492998149116,19.19751097032221,1.2684172505428957,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849678_TCP.B6R7.B2_Align,TCP,PROTON,I
62,1522879052_TCP.C6L7.B1_Align,1,-2.328450393258427,9.273892098212505,0.55,-6.373170889988135,0.011959255856904298,5.3760090443777235,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522879052_TCP.C6L7.B1_Align,TCP,PROTON,I
63,1522879052_TCP.C6L7.B1_Align,0,-2.328450393258427,9.273892098212505,0.55,-6.373170889988135,0.011959255856904298,5.3760090443777235,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522879052_TCP.C6L7.B1_Align,TCP,PROTON,I
64,1522889743_TCP.C6L7.B1_Align,0,2.141372093023256,4.961341451718623,3.801,0.8701119713588534,99.33512559038404,2.930888028641151,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522889743_TCP.C6L7.B1_Align,TCP,PROTON,I
65,1522849734_TCP.D6R7.B2_Align,1,-0.6381513513513513,1.6902631783650888,0.905,-2.1396663505646307,0.03635542618214373,1.8950730020638817,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849734_TCP.D6R7.B2_Align,TCP,PROTON,I
66,1522709399_TCP.D6L7.B1_Align,0,25.49,1.9688779880188676,29.141,21.644751727994706,0.7864233006422557,7.025165334134048,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709399_TCP.D6L7.B1_Align,TCP,PROTON,I
67,1522831708_TCP.C6L7.B1_Align,0,36.49865,3.1008384351983733,60.45399999999999,-11.617467037502776,148.89004593859258,72.07146743918226,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522831708_TCP.C6L7.B1_Align,TCP,PROTON,I
68,1522709656_TCP.B6L7.B1_Align,1,4.019708333333333,3.736623840092176,9.231,2.3066059706606756,1.5471122613762518,6.92928985874137,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709656_TCP.B6L7.B1_Align,TCP,PROTON,I
69,1522709656_TCP.B6L7.B1_Align,0,4.019708333333333,3.736623840092176,9.231,2.3066059706606756,1.5471122613762518,6.92928985874137,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709656_TCP.B6L7.B1_Align,TCP,PROTON,I
70,1522710623_TCTPH.4R5.B2_Align,0,132.74014516129031,4.8761310591451466,136.112,129.435026130158,27.305164371545025,6.676973912066352,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522710623_TCTPH.4R5.B2_Align,TCTPH,PROTON,I
71,1522708943_TCLA.A5R3.B1_Align,1,1.5755873015873016,3.8041202854475538,2.353,0.5173933019950422,1.3050888540388401,1.8368793502271383,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708943_TCLA.A5R3.B1_Align,TCLA,PROTON,I
72,1522708943_TCLA.A5R3.B1_Align,0,1.5755873015873016,3.8041202854475538,2.353,0.5173933019950422,1.3050888540388401,1.8368793502271383,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708943_TCLA.A5R3.B1_Align,TCLA,PROTON,I
73,1522819412_TCLA.A7R7.B1_Align,1,1836.679107142857,4.198084802289214,1839.14,1806.8777540588806,1.1792715899986481,9.776100972121355,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522819412_TCLA.A7R7.B1_Align,TCLA,PROTON,I
74,1522708282_TCP.D6L7.B1_Align,1,2.3642372881355933,3.5198337615461903,2.715,2.301563937614151,0.2342563826245245,0.435406310518648,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708282_TCP.D6L7.B1_Align,TCP,PROTON,I
75,1522708282_TCP.D6L7.B1_Align,0,2.3642372881355933,3.7427256092430468,2.715,2.301563937614151,0.2342563826245245,0.435406310518648,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522708282_TCP.D6L7.B1_Align,TCP,PROTON,I
76,1522849810_TCP.C6L7.B1_Align,0,2.540464285714285,5.9679213039906625,7.058999999999998,1.4176308585875694,245.7476441180693,5.641369141416768,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849810_TCP.C6L7.B1_Align,TCP,PROTON,I
77,1522716958_TCP.D6L7.B1_Align,1,18.659721311475405,2.6747021723622764,19.367,18.121313616373783,0.18072346540777987,0.8993387101900219,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716958_TCP.D6L7.B1_Align,TCP,PROTON,I
78,1522716958_TCP.D6L7.B1_Align,0,18.659721311475405,2.897594020059133,19.367,18.121313616373783,0.18072346540777987,0.8993387101900219,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522716958_TCP.D6L7.B1_Align,TCP,PROTON,I
79,1522699368_TCSG.B5L3.B2_Align,0,51.785796875,0.20815950023009766,54.662,42.020111059641046,0.05098472109789881,8.690341695985031,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522699368_TCSG.B5L3.B2_Align,TCSG,PROTON,I
80,1522890253_TCP.B6L7.B1_Align,1,3.4044067796610165,13.460672494820235,7.782999999999999,3.1992881355932203,170.49918094237606,4.58371186440678,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522890253_TCP.B6L7.B1_Align,TCP,PROTON,I
81,1522890253_TCP.B6L7.B1_Align,0,3.4044067796610165,13.460672494820235,7.782999999999999,3.1992881355932203,170.49918094237606,4.58371186440678,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522890253_TCP.B6L7.B1_Align,TCP,PROTON,I
82,1522709073_TCTPV.4L2.B1_Align,0,2.233804878048781,1.2781204357477185,5.0680000000000005,-0.08421322620406799,206.25130453863912,5.1522132264702085,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522709073_TCTPV.4L2.B1_Align,TCTPV,PROTON,I
83,1522816655_TCP.C6L7.B1_Align,1,2.380323529411764,6.029938072035852,3.439,1.195203942532049,1.162408472092039,2.3776870777575985,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522816655_TCP.C6L7.B1_Align,TCP,PROTON,I
84,1522816655_TCP.C6L7.B1_Align,0,2.380323529411764,6.029938072035852,3.439,1.195203942532049,1.162408472092039,2.3776870777575985,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522816655_TCP.C6L7.B1_Align,TCP,PROTON,I
85,1522711085_TCP.B6R7.B2_Align,1,3.692400000000001,14.029484378184275,6.697,3.49698022046799,0.6874620497974168,3.382911729052787,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522711085_TCP.B6R7.B2_Align,TCP,PROTON,I
86,1522849728_TCP.D6R7.B2_Align,0,,2.7118508136262442,0.774,-1.6746524753965681,0.04039446134746695,1.4647557147151846,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522849728_TCP.D6R7.B2_Align,TCP,PROTON,I
87,1522717354_TCTPV.4L5.B1_Align,1,2.44025,2.291420327311586,3.62,2.674734097951967,0.7064043846609982,1.120929106573467,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522717354_TCTPV.4L5.B1_Align,TCTPV,PROTON,I
88,1522715721_TCP.C6L7.B1_Align,1,29.88996551724138,2.361407710192998,34.571,23.914124081156483,0.1036663482643777,6.754781399764645,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522715721_TCP.C6L7.B1_Align,TCP,PROTON,I
89,1522711419_TCSG.D5L7.B2_Align,1,1.8034583333333332,3.5233057387037303,2.353,1.3450819653136472,2.4155671048669705,1.006194790222634,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522711419_TCSG.D5L7.B2_Align,TCSG,PROTON,I
90,1522711419_TCSG.D5L7.B2_Align,0,1.8034583333333332,3.5233057387037303,2.353,1.3450819653136472,2.4155671048669705,1.006194790222634,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522711419_TCSG.D5L7.B2_Align,TCSG,PROTON,I
91,1522830558_TCP.C6L7.B1_Align,1,0.07452941176470508,3.310741322301356,5.611000000000001,-23.40443104428072,78.85694944910595,29.015431024977463,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/1-test_2018/1522830558_TCP.C6L7.B1_Align,TCP,PROTON,I
