,alignment,decay_a,decay_b,decay_c,full path,height,jaw,position,spike,collimator_type,beam_type,beam_state
21,1541553549_TCP.B6R7.B2_Align_features,15.264776277979456,0.07048182103382901,4.578373088242669,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553549_TCP.B6R7.B2_Align_features,19.26250515463918,0,1.9276894978339456,1,TCP,ION,COLLISION
22,1541543937_TCP.B6L7.B1_Align_features,58.86232606505128,0.6493243638742999,9.809801176557878,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543937_TCP.B6L7.B1_Align_features,73.17350961538463,0,4.788508153419699,1,TCP,ION,COLLISION
23,1541544285_TCSG.B5L7.B1_Align_features,400.4517260992485,81.0376174926562,42.99827390075161,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544285_TCSG.B5L7.B1_Align_features,399.2120430107527,1,6.163433284066866,1,TCSG,ION,COLLISION
24,1541542921_TCP.C6L7.B1_Align_features,8.689946234169097,209.4766685348568,5.971053765830903,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542921_TCP.C6L7.B1_Align_features,10.35088095238095,1,2.06691812792611,0,TCP,ION,COLLISION
25,1541553270_TCLA.A6L7.B2_Align_features,2.040047248843508,1.4718199162421344,0.6872087411457826,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553270_TCLA.A6L7.B2_Align_features,1.8825699999999996,0,11.700432736730876,0,TCLA,ION,COLLISION
26,1541553270_TCLA.A6L7.B2_Align_features,2.040047248843508,1.4718199162421344,0.6872087411457826,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553270_TCLA.A6L7.B2_Align_features,1.8825699999999996,1,7.693435224151808,0,TCLA,ION,COLLISION
27,1541544265_TCSG.B5L7.B1_Align_features,327.07446354382563,25.281923245791397,77.82253645617432,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544265_TCSG.B5L7.B1_Align_features,270.6832375,0,6.65231751056509,1,TCSG,ION,COLLISION
28,1541553061_TCLA.D6L7.B2_Align_features,16.496035711988952,81.6916020542818,1.4229642880116702,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553061_TCLA.D6L7.B2_Align_features,16.901376344086025,0,6.812440500434268,1,TCLA,ION,COLLISION
29,1541553061_TCLA.D6L7.B2_Align_features,16.496035711988952,81.6916020542818,1.4229642880116702,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553061_TCLA.D6L7.B2_Align_features,16.901376344086025,1,6.674536846579323,1,TCLA,ION,COLLISION
30,1541543671_TCLA.C6R7.B1_Align_features,3.907651758967016,0.0807906088771882,4.205970171128387,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543671_TCLA.C6R7.B1_Align_features,8.378288888888893,1,0.7941750355538058,1,TCLA,ION,COLLISION
31,1541542902_TCSG.B4L7.B1_Align_features,40.980781544184055,0.09363319800056874,11.862922312212426,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542902_TCSG.B4L7.B1_Align_features,34.21755,0,6.642244032282433,1,TCSG,ION,COLLISION
32,1541554052_TCSG.E5L7.B2_Align_features,35.44482321904796,0.05486102023095906,11.410756007734914,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541554052_TCSG.E5L7.B2_Align_features,66.54991764705882,0,2.119126335065649,1,TCSG,ION,COLLISION
33,1541552902_TCSG.6L7.B2_Align_features,59.989666661918484,27.092369613706783,6.618333333586155,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552902_TCSG.6L7.B2_Align_features,58.439419753086405,0,5.69367141035501,1,TCSG,ION,COLLISION
34,1541552902_TCSG.6L7.B2_Align_features,59.989666661918484,27.092369613706783,6.618333333586155,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552902_TCSG.6L7.B2_Align_features,58.439419753086405,1,6.057872140228463,1,TCSG,ION,COLLISION
35,1541553880_TCP.B6R7.B2_Align_features,34.42657760342909,0.04115931639794965,7.587984236722837,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553880_TCP.B6R7.B2_Align_features,86.82112048192771,1,4.990573922170104,1,TCP,ION,COLLISION
36,1541553724_TCSG.B5R7.B2_Align_features,58.44875215105797,1.604301073052875,28.631266733063445,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553724_TCSG.B5R7.B2_Align_features,59.67190123456791,0,6.181094003170795,1,TCSG,ION,COLLISION
37,1541544253_TCP.B6L7.B1_Align_features,230.08605415608048,0.6315418721447807,20.96097847396213,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544253_TCP.B6L7.B1_Align_features,256.2376633663366,1,0.6656670527175367,1,TCP,ION,COLLISION
38,1541544450_TCSG.D5R7.B1_Align_features,7.8356593406593396,58.70957614535324,2.119340659340659,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544450_TCSG.D5R7.B1_Align_features,7.427372093023255,1,4.558403795198373,0,TCSG,ION,COLLISION
39,1541542737_TCP.C6L7.B1_Align_features,8.810639088914266,20.278175175925238,4.764360875459151,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542737_TCP.C6L7.B1_Align_features,9.64215,0,5.983184054522949,1,TCP,ION,COLLISION
40,1541544291_TCP.B6L7.B1_Align_features,147.498823910147,4.768572236542249,28.791330990017805,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544291_TCP.B6L7.B1_Align_features,174.25391262135926,0,4.316099277297576,1,TCP,ION,COLLISION
41,1541542768_TCSG.6R7.B1_Align_features,14.098507692311067,157.47154432900214,4.906492307692865,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542768_TCSG.6R7.B1_Align_features,14.418589285714285,0,5.608691750675679,0,TCSG,ION,COLLISION
42,1541542768_TCSG.6R7.B1_Align_features,14.098507692311067,157.47154432900214,4.906492307692865,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542768_TCSG.6R7.B1_Align_features,14.418589285714285,1,6.288533175000005,0,TCSG,ION,COLLISION
43,1541544363_TCP.B6L7.B1_Align_features,265.9004461575116,0.5536397188952823,32.72694143964505,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544363_TCP.B6L7.B1_Align_features,330.399375,0,4.273153015831928,1,TCP,ION,COLLISION
44,1541543352_TCLA.A6R7.B1_Align_features,13.536788891146227,376.67706937929404,10.174211108852312,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543352_TCLA.A6R7.B1_Align_features,16.427310344827585,0,11.37986981906338,0,TCLA,ION,COLLISION
45,1541553804_TCP.B6R7.B2_Align_features,3.9400359480346574,0.05234465595642853,5.798702029428845,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553804_TCP.B6R7.B2_Align_features,7.747967741935482,0,1.6920830036542414,1,TCP,ION,COLLISION
46,1541553014_TCSG.B4R7.B2_Align_features,5.949897770325191,0.07304512776687172,3.3469235601251754,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553014_TCSG.B4R7.B2_Align_features,10.562345132743364,0,3.6863173898528094,1,TCSG,ION,COLLISION
47,1541554041_TCSG.E5L7.B2_Align_features,100.54986682321469,1.1475625830115028,8.304782457632768,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541554041_TCSG.E5L7.B2_Align_features,110.20515957446808,0,2.9137987107152683,1,TCSG,ION,COLLISION
48,1541554041_TCSG.E5L7.B2_Align_features,100.54986682321469,1.1475625830115028,8.304782457632768,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541554041_TCSG.E5L7.B2_Align_features,110.20515957446808,1,4.238252670131299,1,TCSG,ION,COLLISION
49,1541523470_TCP.C6L7.B1_Align_features,24.00565050838711,3.7691669831900474,3.6843834950165375,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541523470_TCP.C6L7.B1_Align_features,26.154987951807232,1,1.8312169378994485,1,TCP,ION,COLLISION
50,1541523662_TCSG.A4R7.B1_Align_features,8.200508575480447,3.5353121902243774,3.2024566538614305,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541523662_TCSG.A4R7.B1_Align_features,7.0275217391304325,1,6.256043417748346,0,TCSG,ION,COLLISION
51,1541553684_TCSG.A4R7.B2_Align_features,59.28569069077236,0.32509773651622204,6.771927129795837,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553684_TCSG.A4R7.B2_Align_features,79.00827551020407,1,3.734238058757856,1,TCSG,ION,COLLISION
52,1541542497_TCP.C6L7.B1_Align_features,233.01998385332033,167.3993614966571,25.81001613080229,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542497_TCP.C6L7.B1_Align_features,236.95575652173912,1,2.320750178724053,1,TCP,ION,COLLISION
53,1541542793_TCSG.6R7.B1_Align_features,14.919978120989914,1.052456504125178,4.123819987891873,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542793_TCSG.6R7.B1_Align_features,15.288991304347828,1,6.082152742615834,1,TCSG,ION,COLLISION
54,1541553664_TCSG.A4R7.B2_Align_features,16.314326533794695,32.72016114909819,4.681673466201136,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553664_TCSG.A4R7.B2_Align_features,15.698886075949366,0,5.342832914838164,1,TCSG,ION,COLLISION
55,1541542029_TCP.C6L7.B1_Align_features,3.982353763414287,0.2811483554191939,1.0529290221277043,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542029_TCP.C6L7.B1_Align_features,5.228375,0,6.617764181517807,0,TCP,ION,COLLISION
56,1541542029_TCP.C6L7.B1_Align_features,3.982353763414287,0.2811483554191939,1.0529290221277043,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542029_TCP.C6L7.B1_Align_features,5.228375,1,3.2272932172881363,1,TCP,ION,COLLISION
57,1541543473_TCP.D6L7.B1_Align_features,8.786482999975652,0.11327224533709628,1.8672030469515548,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543473_TCP.D6L7.B1_Align_features,9.510232558139533,1,3.4951335376541626,1,TCP,ION,COLLISION
58,1541552951_TCP.C6R7.B2_Align_features,13.97518130065423,1.7167025599695733,6.7823136493404235,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552951_TCP.C6R7.B2_Align_features,17.396884615384614,0,4.151967041344766,1,TCP,ION,COLLISION
59,1541543487_TCLA.A6R7.B1_Align_features,10.546078124999998,189.73548686298932,6.286921875,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543487_TCLA.A6R7.B1_Align_features,10.408300884955752,0,8.655112256752433,0,TCLA,ION,COLLISION
60,1541543487_TCLA.A6R7.B1_Align_features,10.546078124999998,189.73548686298932,6.286921875,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543487_TCLA.A6R7.B1_Align_features,10.408300884955752,1,9.232119740535923,0,TCLA,ION,COLLISION
61,1541553963_TCSG.D5L7.B2_Align_features,141.43065272743416,1.0425946131935937,6.009112060185549,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553963_TCSG.D5L7.B2_Align_features,152.09644827586206,0,3.4478114975426397,1,TCSG,ION,COLLISION
62,1541553963_TCSG.D5L7.B2_Align_features,141.43065272743416,1.0425946131935937,6.009112060185549,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553963_TCSG.D5L7.B2_Align_features,152.09644827586206,1,4.790468859566456,1,TCSG,ION,COLLISION
63,1541542977_TCLA.D6R7.B1_Align_features,172.19995236869502,57.52261715646142,15.31604763130493,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542977_TCLA.D6R7.B1_Align_features,165.69795833333333,1,7.170990079569582,1,TCLA,ION,COLLISION
64,1541553198_TCP.C6R7.B2_Align_features,97.11545275167929,0.0211348105237684,-4.213919277551828,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553198_TCP.C6R7.B2_Align_features,157.98501030927838,1,3.589910367625605,1,TCP,ION,COLLISION
65,1541544203_TCP.B6L7.B1_Align_features,68.14639326131383,45.28211445612112,4.072606741287315,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544203_TCP.B6L7.B1_Align_features,67.74839772727272,1,0.7730327063816554,1,TCP,ION,COLLISION
66,1541542808_TCSG.6R7.B1_Align_features,12.153197368421054,44.39319883509906,4.679802631578947,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542808_TCSG.6R7.B1_Align_features,12.067861386138613,0,4.953130377220081,1,TCSG,ION,COLLISION
67,1541543054_TCLA.A7R7.B1_Align_features,3.779705882565644,177.8147021366085,5.451294117547591,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543054_TCLA.A7R7.B1_Align_features,3.9190434782608703,1,5.699842613510872,0,TCLA,ION,COLLISION
68,1541552804_TCP.C6R7.B2_Align_features,14.675332479685304,0.04636391183527813,6.23997921412578,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552804_TCP.C6R7.B2_Align_features,30.794404494382015,1,3.9162658555915697,1,TCP,ION,COLLISION
69,1541523619_TCSG.B5R7.B1_Align_features,575.3071461238399,0.135576911462329,17.147832527603992,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541523619_TCSG.B5R7.B1_Align_features,668.5851428571427,1,3.3315005728474056,1,TCSG,ION,COLLISION
70,1541552811_TCSG.6L7.B2_Align_features,8.386105263157894,57.65000994542314,1.9308947368421048,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552811_TCSG.6L7.B2_Align_features,7.999465346534652,0,6.203552432177847,0,TCSG,ION,COLLISION
71,1541552811_TCSG.6L7.B2_Align_features,8.386105263157894,57.65000994542314,1.9308947368421048,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541552811_TCSG.6L7.B2_Align_features,7.999465346534652,1,6.5677531620513,0,TCSG,ION,COLLISION
72,1541544008_TCSG.A4R7.B1_Align_features,19.827908116522966,0.14848023601842222,9.335284450234221,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544008_TCSG.A4R7.B1_Align_features,20.787295918367352,1,3.337828043005977,1,TCSG,ION,COLLISION
73,1541523777_TCSG.A5L7.B1_Align_features,258.5955227231339,253.24420518371227,83.31347726762786,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541523777_TCSG.A5L7.B1_Align_features,239.03592134831462,1,5.767227574391253,1,TCSG,ION,COLLISION
74,1541544412_TCSG.D5R7.B1_Align_features,7.165460526256133,27.985635157434697,0.9795394736706841,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544412_TCSG.D5R7.B1_Align_features,6.946297029702972,1,4.873348057412079,1,TCSG,ION,COLLISION
75,1541543744_TCP.B6L7.B1_Align_features,21.11834359873043,0.1148773283190868,6.1325104236680685,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543744_TCP.B6L7.B1_Align_features,23.494632183908053,0,5.0891319836792315,1,TCP,ION,COLLISION
76,1541553002_TCSG.B4R7.B2_Align_features,15.220994667740495,0.49905465238849106,3.8009115070297517,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553002_TCSG.B4R7.B2_Align_features,16.46751923076923,0,3.704387573136401,1,TCSG,ION,COLLISION
77,1541542828_TCP.C6L7.B1_Align_features,18.96722152075106,0.1587609100051515,7.378254965239388,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542828_TCP.C6L7.B1_Align_features,29.49144680851064,0,5.928791472209105,1,TCP,ION,COLLISION
78,1541542145_TCP.C6L7.B1_Align_features,10.633051440506886,0.2134852226307883,4.017776943929272,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542145_TCP.C6L7.B1_Align_features,14.768021052631578,1,2.647105672607123,1,TCP,ION,COLLISION
79,1541553536_TCP.B6R7.B2_Align_features,40.373736719384866,0.21486609045025493,3.9716658749981852,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553536_TCP.B6R7.B2_Align_features,45.59991139240506,0,1.9919458144284108,1,TCP,ION,COLLISION
80,1541523540_TCSG.D4L7.B1_Align_features,83.26848534775174,0.257619104881494,14.392877289123238,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541523540_TCSG.D4L7.B1_Align_features,90.69474683544304,1,3.4044320278476885,1,TCSG,ION,COLLISION
81,1541543943_TCP.B6L7.B1_Align_features,209.50722285598275,0.47514492681034004,12.625284447342365,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543943_TCP.B6L7.B1_Align_features,220.89844210526317,1,1.0307102751755406,1,TCP,ION,COLLISION
82,1541553914_TCSG.A4L7.B2_Align_features,6.494711847055304,2.682991041002768,2.370796811548997,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541553914_TCSG.A4L7.B2_Align_features,6.3102857142857145,1,4.690418216600256,1,TCSG,ION,COLLISION
83,1541542448_TCP.C6L7.B1_Align_features,325.05077638088875,0.12024821453945025,28.841183586714372,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542448_TCP.C6L7.B1_Align_features,391.3765180722892,0,6.1282309406932045,1,TCP,ION,COLLISION
84,1541544279_TCSG.B5L7.B1_Align_features,473.8736419477789,281.16998895805875,41.79535802453219,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541544279_TCSG.B5L7.B1_Align_features,453.70289583333334,0,6.268194189745058,1,TCSG,ION,COLLISION
85,1541542755_TCP.C6L7.B1_Align_features,16.439514523006803,0.4201294363287757,5.1328191830606285,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541542755_TCP.C6L7.B1_Align_features,16.736329545454545,1,2.230095874867645,1,TCP,ION,COLLISION
86,1541543303_TCP.D6L7.B1_Align_features,2.7559229276169668,0.30574828543472193,0.5402129554707442,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543303_TCP.D6L7.B1_Align_features,2.8387108433734936,0,4.727230971791243,0,TCP,ION,COLLISION
87,1541543303_TCP.D6L7.B1_Align_features,2.7559229276169668,0.30574828543472193,0.5402129554707442,/Users/gianmarcoricci/Google Drive/UNI/Thesis CERN/Data/Auto_data/2018_IONS_Collisions/1541543303_TCP.D6L7.B1_Align_features,2.8387108433734936,1,4.4506376702502655,0,TCP,ION,COLLISION
